userId,movieId,rating
45626,1407,4.0
45626,1422,3.0
45626,1483,1.0
45626,1485,2.0
45626,1515,4.0
45626,1584,3.0
45626,1586,3.0
45626,1608,3.0
45626,1615,3.0
45626,1617,4.0
45626,1626,2.0
45626,1641,4.0
45626,1665,4.0
45626,1676,5.0
45626,1681,3.0
45626,1690,3.0
45626,1704,4.0
45626,1721,5.0
45626,1722,4.0
45626,1724,2.0
50248,6,5.0
50248,242,5.0
50248,249,5.0
50248,1225,5.0
50248,1584,5.0
50248,1721,5.0
50248,1835,5.0
50248,1917,5.0
50248,2020,5.0
50248,2278,4.0
50248,2336,5.0
50248,2338,1.0
50248,2340,5.0
50248,2394,5.0
54480,11,5.0
54480,16,2.0
54480,21,4.0
54480,25,4.0
54480,32,3.0
54480,34,1.0
54480,36,3.0
54480,39,5.0
54480,41,2.0
54480,47,5.0
54480,50,5.0
54480,110,3.0
54480,111,4.0
54480,147,4.0
54480,161,4.0
54480,223,4.0
54480,246,3.0
54480,260,3.0
54480,288,5.0
54480,296,4.0
54480,318,4.0
54480,337,2.0
54480,345,5.0
54480,356,4.0
54480,377,3.0
54480,380,3.0
54480,388,3.0
54480,457,3.0
54480,508,4.0
54480,520,3.0
54480,527,4.0
54480,529,4.0
54480,539,4.0
54480,587,3.0
54480,593,5.0
54480,608,4.0
54480,733,3.0
54480,778,4.0
54480,903,5.0
54480,904,4.0
54480,912,5.0
54480,923,4.0
54480,953,2.0
54480,1060,4.0
54480,1061,5.0
54480,1092,3.0
54480,1094,3.0
54480,1179,4.0
54480,1207,5.0
54480,1213,5.0
54480,1265,4.0
54480,1268,5.0
54480,1304,4.0
54480,1357,4.0
54480,1358,4.0
54480,1393,4.0
54480,1394,2.0
54480,1396,5.0
54480,1411,3.0
54480,1500,4.0
54480,1611,3.0
54480,1617,3.0
54480,1625,5.0
54480,1641,2.0
54480,1673,5.0
54480,1680,4.0
54480,1682,2.0
54480,1701,4.0
54480,1704,4.0
54480,1713,2.0
54480,1719,3.0
54480,1721,1.0
54480,1732,2.0
54480,1747,3.0
54480,1784,5.0
54480,1883,5.0
54480,1884,2.0
54480,1885,4.0
54480,1892,4.0
54480,1923,5.0
54480,1954,4.0
54480,1962,2.0
54480,2028,2.0
54480,2058,4.0
54480,2073,5.0
54480,2108,4.0
54480,2150,3.0
54480,2169,3.0
54480,2236,5.0
54480,2248,5.0
54480,2252,3.0
54480,2297,3.0
54480,2313,2.0
54480,2321,3.0
54480,2324,5.0
54480,2329,5.0
54480,2333,4.0
54480,2334,4.0
54480,2353,3.0
54480,2359,3.0
54480,2391,4.0
54480,2396,5.0
54480,2439,3.0
54480,2501,5.0
54480,2571,3.0
54480,2599,3.0
54480,2605,3.0
54480,2671,3.0
54480,2686,5.0
54480,2712,4.0
54480,2762,5.0
54480,2763,4.0
54480,2804,5.0
54480,2858,5.0
54480,2881,2.0
54480,2908,4.0
54480,2961,3.0
54480,2997,4.0
54480,3006,3.0
54480,3020,2.0
54480,3060,2.0
54480,3174,3.0
54480,3175,5.0
54480,3176,4.0
54480,3178,4.0
54480,3246,4.0
54480,3250,3.0
54480,3255,4.0
54480,3256,3.0
54480,3259,4.0
54480,3263,3.0
54480,3358,5.0
54480,3386,4.0
54480,3418,4.0
54480,3481,4.0
54480,3499,5.0
54480,3723,3.0
54480,3751,3.0
54480,3755,2.0
54480,3798,3.0
54703,11,4.0
54703,17,5.0
54703,25,2.0
54703,28,4.0
54703,32,4.0
54703,39,4.0
54703,50,3.0
54703,90,1.0
54703,110,3.0
54703,162,4.0
54703,164,3.0
54703,230,4.0
54703,260,2.0
54703,296,5.0
54703,318,5.0
54703,356,3.0
54703,509,3.0
54703,527,2.0
54703,541,5.0
54703,589,4.0
54703,593,5.0
54703,608,5.0
54703,678,4.0
54703,750,5.0
54703,858,5.0
54703,866,2.0
54703,898,3.0
54703,903,3.0
54703,905,5.0
54703,908,5.0
54703,909,5.0
54703,910,5.0
54703,912,5.0
54703,913,4.0
54703,919,4.0
54703,920,4.0
54703,922,5.0
54703,924,5.0
54703,927,3.0
54703,936,5.0
54703,940,3.0
54703,946,5.0
54703,969,2.0
54703,1066,3.0
54703,1079,3.0
54703,1084,5.0
54703,1089,5.0
54703,1111,4.0
54703,1131,5.0
54703,1132,4.0
54703,1172,5.0
54703,1178,5.0
54703,1193,5.0
54703,1196,4.0
54703,1197,4.0
54703,1198,5.0
54703,1200,2.0
54703,1201,4.0
54703,1203,5.0
54703,1204,3.0
54703,1206,5.0
54703,1209,5.0
54703,1210,3.0
54703,1212,4.0
54703,1220,3.0
54703,1221,4.0
54703,1222,4.0
54703,1240,4.0
54703,1248,4.0
54703,1252,5.0
54703,1253,5.0
54703,1254,4.0
54703,1256,2.0
54703,1259,4.0
54703,1262,4.0
54703,1267,4.0
54703,1270,4.0
54703,1276,5.0
54703,1277,4.0
54703,1284,3.0
54703,1288,4.0
54703,1291,3.0
54703,1303,2.0
54703,1304,5.0
54703,1340,5.0
54703,1518,4.0
54703,1589,3.0
54703,1610,3.0
54703,1617,4.0
54703,1674,4.0
54703,1678,3.0
54703,1721,4.0
54703,1732,5.0
54703,1770,1.0
54703,1784,5.0
54703,1785,5.0
54703,1805,4.0
54703,1876,3.0
54703,1892,3.0
54703,1939,5.0
54703,1944,5.0
54703,1945,5.0
54703,1952,4.0
54703,1953,4.0
54703,1954,4.0
